RUNNO,TRNO,R#,O#,P#,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,WYEAR,SOIL_ID,LAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,EYLDH,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST
29,1,1,1,1,MZ,MZCER048,UGSY1501,N_100                    ,SYFER001,SYF31201,2012,UGSYFREKU3,        -23.667,         29.600,     1250,2012333,2012334,2012341,2013035,2013098,2013098,2013,-99,8620,2282,2282,0,3560,.2603815,877,146.0967,.2647804,1.967768,-99.00000,-99,-99,-99,-99,-99,0,0,413,382,246,135,22,70,25,1,40,0,71,1,6,38,54,22,.7123931E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9235,9235,0,0,92550,92550,362.3516,.000000,20.88726,23.05198,34.97738,-99.00000,5.529441,6.102502,9.259489,-99.00000,215.5043,121.4109,57.05000,32.14085,130,28.83462,14.40308,21.29847,12.86166,380.0000,412.7000,373.9450,128.4942,246.4499,1,
30,1,1,1,1,MZ,MZCER048,UGSY1501,N_100                    ,SYFER001,SYF31301,2013,UGSYFREKU3,        -23.667,         29.600,     1250,2013333,2013334,2013342,2014038,2014101,2014101,2014,-99,7076,1599,1599,0,2364,.2645438,605,100.7514,.2259899,2.145247,-99.00000,-99,-99,-99,-99,-99,0,0,428,378,205,173,4,130,2,1,40,0,64,4,5,34,47,15,.1463530,-99,-99,-99,-99,-99,-99,-99,-99,0,9239,9239,0,0,92621,92621,328.4453,.000000,16.54906,18.99135,34.47011,-99.00000,3.739477,4.291346,7.788976,-99.00000,176.9094,110.5684,39.97500,24.98438,132,27.57878,14.67727,20.15909,12.82834,380.0000,427.5999,372.6104,167.9700,205.2901,1,
31,1,1,1,1,MZ,MZCER048,UGSY1501,N_100                    ,SYFER001,SYF31401,2014,UGSYFREKU3,        -23.667,         29.600,     1250,2014333,2014334,2014340,2015035,2015090,2015090,2015,-99,5224,1076,1076,0,1813,.1403288,767,127.8047,.2059972,2.044742,-99.00000,-99,-99,-99,-99,-99,0,0,164,236,120,116,0,15,0,1,40,0,59,0,8,27,45,15,.7476050E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9244,9244,0,0,92649,92649,268.5234,.000000,31.91058,22.90782,43.36820,-99.00000,6.572999,4.718594,8.933060,-99.00000,130.5941,88.53835,26.90000,18.23729,121,29.86281,14.86529,21.93885,12.93293,380.0000,163.7000,228.0341,107.7821,120.4515,1,
32,1,1,1,1,MZ,MZCER048,UGSY1501,N_100                    ,SYFER001,SYF31501,2015,UGSYFREKU3,        -23.667,         29.600,     1250,2015333,2015334,2015340,2016032,2016085,2016085,2016,-99,6617,1140,1140,0,1906,.1712191,666,110.9929,.1723124,2.202857,-99.00000,-99,-99,-99,-99,-99,0,0,332,321,182,139,1,20,76,1,40,0,64,0,6,31,48,12,.1228056,-99,-99,-99,-99,-99,-99,-99,-99,0,9241,9241,0,0,92592,92592,277.9766,.000000,19.95572,21.02053,36.43925,-99.00000,3.437876,3.621316,6.277580,-99.00000,165.4330,103.3956,28.50000,17.81250,116,30.19914,16.63534,22.59742,12.97898,380.0000,331.6000,314.8026,134.2184,181.5986,1,
33,1,1,1,1,MZ,MZCER048,UGSY1501,N_100                    ,SYFER001,SYF31601,2016,UGSYFREKU3,        -23.667,         29.600,     1250,2016333,2016334,2016340,2017037,-99,2017058,2017,-99,6103,388,388,0,1098,.6601522E-01,588,98.02036,.6361903E-01,2.318885,-99.00000,-99,-99,-99,-99,-99,0,0,263,305,182,123,4,33,7,1,40,0,62,1,4,28,51,4,.9570990E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9242,9242,0,0,92581,92581,278.2969,.000000,23.24851,20.54515,33.55633,-99.00000,1.478095,1.306221,2.133446,-99.00000,152.5684,98.43121,9.700000,6.258065,90,27.37445,16.23556,19.75556,13.20583,380.0000,262.5000,297.0401,115.8355,181.8654,1,
34,1,1,1,1,MZ,MZCER048,UGSY1501,N_100                    ,SYFER001,SYF31701,2017,UGSYFREKU3,        -23.667,         29.600,     1250,2017333,2017334,2017343,-99,-99,2017362,2017,-99,202,0,0,0,0,.000000,0,.000000,.000000,.3959075,-99.00000,-99,-99,-99,-99,-99,0,0,53,58,7,51,0,10,71,1,40,0,8,0,42,10,7,0,.4002219E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9258,9258,0,0,92577,92577,98.54688,.000000,3.947962,4.034896,27.97058,-99.00000,.000000,.000000,.000000,-99.00000,5.053391,25.26696,.000000,.000000,28,22.58929,15.56071,21.48572,13.43184,380.0000,51.20000,50.09686,44.08644,7.226725,1,
35,1,1,1,1,MZ,MZCER048,UGSY1501,N_100                    ,SYFER001,SYF31801,2018,UGSYFREKU3,        -23.667,         29.600,     1250,2018333,2018334,2018339,2019032,-99,2019052,2019,-99,6633,448,448,0,1490,.5809219E-01,771,128.5177,.6753649E-01,2.335370,-99.00000,-99,-99,-99,-99,-99,0,0,245,301,200,101,5,19,6,1,40,0,64,1,4,29,52,4,.5931370E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9241,9241,0,0,92547,92547,274.5000,.000000,27.25040,22.56885,33.15267,-99.00000,1.840592,1.524382,2.239252,-99.00000,165.8187,103.6367,11.20000,7.000000,83,29.28795,16.80362,23.13253,13.24573,380.0000,243.4000,293.8895,95.35916,200.0668,1,
36,1,1,1,1,MZ,MZCER048,UGSY1501,N_100                    ,SYFER001,SYF31901,2019,UGSYFREKU3,        -23.667,         29.600,     1250,2019333,2019334,-99,-99,-99,2019333,2019,-99,0,0,0,0,0,.000000,0,.000000,.000000,.000000,-99.00000,-99,-99,-99,-99,-99,0,0,2,7,0,7,0,0,81,0,0,0,0,0,0,0,0,0,.1803646E-14,-99,-99,-99,-99,-99,-99,-99,-99,0,9267,9267,0,0,92670,92670,274.5000,.000000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99.00000,-99,
37,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF38401,1984,UGSYFREKU3,        -23.667,         29.600,     1250,1984333,1984334,1984341,1985035,1985096,1985096,1985,-99,7604,2088,2088,0,3182,.2671745,781,130.2369,.2745607,2.104632,-99.00000,-99,-99,-99,-99,-99,0,0,382,316,202,114,39,114,0,2,40,0,72,1,5,38,59,25,.7459851E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9233,9233,0,0,92482,92482,374.3281,.000000,20.54024,24.26760,37.61779,-99.00000,5.640193,6.663699,10.32956,-99.00000,190.0999,105.6111,52.20000,29.00000,128,26.95937,16.10469,17.20937,12.88071,380.0000,370.2001,313.3395,111.4012,202.1383,1,
38,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF38501,1985,UGSYFREKU3,        -23.667,         29.600,     1250,1985333,1985334,1985341,1986039,1986101,1986101,1986,-99,7276,1371,1371,0,2309,.1925018,712,118.6966,.1884203,2.411888,-99.00000,-99,-99,-99,-99,-99,0,0,194,255,152,103,0,4,22,2,40,0,67,0,6,33,59,18,.6554180E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9237,9237,0,0,92508,92508,325.4844,.000000,42.45080,29.01827,47.87087,-99.00000,7.998834,5.467795,9.020115,-99.00000,181.9017,108.5980,34.27500,20.46269,132,27.18181,15.05530,17.16136,12.82834,380.0000,171.4000,250.7409,98.82739,151.9936,1,
39,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF38601,1986,UGSYFREKU3,        -23.667,         29.600,     1250,1986333,1986334,1986340,-99,-99,1987012,1987,-99,1929,0,0,0,0,.000000,0,.000000,.000000,2.259361,-99.00000,-99,-99,-99,-99,-99,0,0,220,124,40,83,3,55,126,2,40,0,48,1,8,17,42,0,.4281225E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9251,9251,0,0,92517,92517,151.5781,.000000,10.87203,16.30443,47.71919,-99.00000,.000000,.000000,.000000,-99.00000,48.21746,40.18122,.000000,.000000,43,26.47442,15.60930,16.38837,13.42399,380.0000,177.4000,118.2929,80.93819,40.41767,1,
40,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF38701,1987,UGSYFREKU3,        -23.667,         29.600,     1250,1987333,1987334,1987340,1988038,1988101,1988101,1988,-99,8535,2245,2245,0,3437,.2759654,814,135.5928,.2630521,2.551986,-99.00000,-99,-99,-99,-99,-99,0,0,398,372,221,151,4,108,0,2,40,0,74,2,5,40,61,25,.9422233E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9231,9231,0,0,92463,92463,388.2109,.000000,21.46616,23.16285,38.69826,-99.00000,5.646378,6.092669,10.17904,-99.00000,213.3736,115.3371,56.12500,30.33784,132,26.65758,15.72121,16.01666,12.82834,380.0000,397.6000,368.4756,148.1244,220.5511,1,
41,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF38801,1988,UGSYFREKU3,        -23.667,         29.600,     1250,1988333,1988334,1988343,1989041,1989116,1989116,1989,-99,6040,1380,1380,0,1965,.3005251,459,76.52319,.2284534,2.270100,-99.00000,-99,-99,-99,-99,-99,0,0,301,321,177,144,1,61,5,2,40,0,66,1,6,33,52,18,.7459915E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9239,9239,0,0,92604,92604,323.6016,.000000,23.07935,18.97720,34.11672,-99.00000,5.273213,4.335947,7.795052,-99.00000,150.9967,91.51312,34.50000,20.90909,148,25.63987,13.41487,17.33649,12.68611,380.0000,261.7000,318.2696,141.5307,177.0354,1,
42,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF38901,1989,UGSYFREKU3,        -23.667,         29.600,     1250,1989333,1989334,1989341,1990042,1990105,1990105,1990,-99,8345,2370,2370,0,3386,.2825446,839,139.8011,.2840152,2.152590,-99.00000,-99,-99,-99,-99,-99,0,0,304,361,204,157,1,20,9,2,40,0,72,0,5,37,59,26,.6985017E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9234,9234,0,0,92497,92497,352.7812,.000000,28.88415,23.74156,40.85910,-99.00000,8.203531,6.742959,11.60460,-99.00000,208.6158,115.8977,59.25000,32.91667,136,26.51323,15.07353,16.70662,12.78945,380.0000,288.9000,351.4777,148.4250,204.2294,1,
43,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF39001,1990,UGSYFREKU3,        -23.667,         29.600,     1250,1990333,1990334,1990341,1991036,1991102,1991102,1991,-99,9216,2711,2711,0,3913,.3002298,903,150.4896,.2941430,2.580480,-99.00000,-99,-99,-99,-99,-99,0,0,414,393,240,153,4,61,43,2,40,0,80,2,6,48,67,30,.8133980E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9223,9223,0,0,92331,92331,454.0312,.000000,22.25603,23.82274,38.34473,-99.00000,6.546728,7.007582,11.27930,-99.00000,230.4056,115.2028,67.77500,33.88750,133,27.05639,14.88872,16.80150,12.81866,380.0000,414.1000,386.8667,147.9246,240.3517,1,
44,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF39101,1991,UGSYFREKU3,        -23.667,         29.600,     1250,1991333,1991334,1991341,1992034,1992089,1992089,1992,-99,7546,1397,1397,0,2480,.1572233,889,148.1359,.1851969,2.525762,-99.00000,-99,-99,-99,-99,-99,0,0,176,242,144,98,2,19,0,2,40,0,67,1,6,33,59,18,.6688873E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9236,9236,0,0,92463,92463,330.5391,.000000,42.79990,31.75731,52.40412,-99.00000,7.923993,5.879564,9.702123,-99.00000,188.6405,112.6212,34.92500,20.85075,120,28.99250,15.97750,17.52334,12.94223,380.0000,176.3000,237.6027,93.85010,143.9891,1,
45,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF39201,1992,UGSYFREKU3,        -23.667,         29.600,     1250,1992333,1992334,1992340,1993032,1993082,1993082,1993,-99,5486,1196,1196,0,1735,.1693503,706,117.7339,.2180450,1.928297,-99.00000,-99,-99,-99,-99,-99,0,0,203,243,128,115,0,7,40,2,40,0,63,0,6,29,54,18,.6291677E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9241,9241,0,0,92517,92517,283.0078,.000000,33.41330,22.95029,42.90821,-99.00000,7.283800,5.002958,9.353605,-99.00000,137.1616,87.08673,29.90000,18.98413,114,28.02632,18.46228,16.91842,13.00980,380.0000,164.2000,239.0586,111.3020,127.8651,1,
46,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF39301,1993,UGSYFREKU3,        -23.667,         29.600,     1250,1993333,1993334,1993340,1994039,1994105,1994105,1994,-99,7154,1413,1413,0,2391,.1938315,729,121.5149,.1975500,2.394046,-99.00000,-99,-99,-99,-99,-99,0,0,161,241,143,98,0,8,0,2,40,0,65,0,7,32,56,18,.6470378E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9239,9239,0,0,92548,92548,312.2656,.000000,44.37751,30.14476,50.11726,-99.00000,8.765509,5.954236,9.899232,-99.00000,178.8414,110.0562,35.32500,21.73846,136,26.75148,14.90662,16.99706,12.78945,380.0000,161.2000,237.3100,94.64271,142.7383,1,
47,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF39401,1994,UGSYFREKU3,        -23.667,         29.600,     1250,1994333,1994334,1994340,1995037,1995102,1995102,1995,-99,7823,1722,1722,0,2567,.2375830,725,120.7691,.2200731,2.443340,-99.00000,-99,-99,-99,-99,-99,0,0,321,307,177,130,8,78,13,2,40,0,69,2,6,37,59,20,.6827098E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9234,9234,0,0,92469,92469,356.2500,.000000,24.40773,25.79494,44.16566,-99.00000,5.372854,5.678221,9.722155,-99.00000,195.5669,113.3721,43.05000,24.95652,133,27.13384,15.18421,16.93684,12.81866,380.0000,320.5000,303.2640,127.1520,177.1212,1,
48,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF39501,1995,UGSYFREKU3,        -23.667,         29.600,     1250,1995333,1995334,1995341,1996042,1996121,1996121,1996,-99,10019,3440,3440,0,4759,.3688274,933,155.4281,.3432932,2.483344,-99.00000,-99,-99,-99,-99,-99,0,0,381,353,233,121,13,95,6,2,40,0,80,1,5,47,69,36,.7963079E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9224,9224,0,0,92383,92383,450.7969,.000000,26.52721,28.75031,43.05803,-99.00000,9.107758,9.871029,14.78339,-99.00000,250.4832,125.2416,86.00000,43.00000,152,25.30789,13.51842,16.47303,12.63141,380.0000,377.7000,348.4946,116.2547,232.6936,1,
49,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF39601,1996,UGSYFREKU3,        -23.667,         29.600,     1250,1996333,1996334,1996341,1997034,1997101,1997101,1997,-99,8500,2394,2394,0,3434,.3069191,780,130.0198,.2816753,2.302188,-99.00000,-99,-99,-99,-99,-99,0,0,484,416,229,187,24,119,11,2,40,0,77,3,5,45,64,27,.1335076,-99,-99,-99,-99,-99,-99,-99,-99,0,9226,9226,0,0,92384,92384,431.9062,.000000,17.91052,20.56051,37.12024,-99.00000,5.044248,5.790583,10.45440,-99.00000,212.5083,110.3939,59.85000,31.09091,133,26.90150,15.49399,17.25940,12.83288,380.0000,474.6000,413.4299,185.6748,228.9945,1,
50,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF39701,1997,UGSYFREKU3,        -23.667,         29.600,     1250,1997333,1997334,1997340,1998024,1998076,1998076,1998,-99,7032,1279,1279,0,2020,.1887444,678,112.9785,.1819352,2.455293,-99.00000,-99,-99,-99,-99,-99,0,0,264,280,177,103,12,0,59,2,40,0,69,0,5,34,60,16,.6065597E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9235,9235,0,0,92442,92442,317.0938,.000000,26.67836,25.48493,39.72511,-99.00000,4.852048,4.634996,7.224887,-99.00000,175.8104,101.9191,31.97500,18.53623,107,29.49532,20.22243,18.05140,13.05885,380.0000,263.6000,275.9441,100.3505,177.0270,1,
51,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF39801,1998,UGSYFREKU3,        -23.667,         29.600,     1250,1998333,1998334,1998343,1999039,1999106,1999106,1999,-99,7367,1444,1444,0,2161,.2286038,631,105.2422,.1959486,2.568223,-99.00000,-99,-99,-99,-99,-99,0,0,209,274,165,108,0,23,0,2,40,0,69,0,5,35,58,18,.6746465E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9236,9236,0,0,92519,92519,335.7812,.000000,35.26502,27.53470,44.53962,-99.00000,6.912398,5.397156,8.730338,-99.00000,184.1716,106.7661,36.10000,20.92754,137,26.66715,14.70438,17.74818,12.77967,380.0000,208.9000,267.5483,102.3778,165.4002,1,
52,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF39901,1999,UGSYFREKU3,        -23.667,         29.600,     1250,1999333,1999334,1999341,2000040,2000099,2000099,2000,-99,7253,1516,1516,0,2407,.2438303,622,103.6259,.2090094,2.343291,-99.00000,-99,-99,-99,-99,-99,0,0,659,433,231,202,29,193,92,2,40,0,82,3,7,52,62,19,.7155966E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9220,9220,0,0,92321,92321,477.1484,.000000,11.05027,17.08450,31.36578,-99.00000,2.309568,3.570754,6.555620,-99.00000,181.3349,88.45607,37.90000,18.48780,130,25.31692,17.66615,17.71077,12.84764,380.0000,656.3999,424.5602,195.0185,231.2520,1,
53,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF30001,2000,UGSYFREKU3,        -23.667,         29.600,     1250,2000333,2000334,2000341,2001036,2001097,2001097,2001,-99,3528,703,703,0,858,.2689251,261,46.94162,.1991819,1.501559,-99.00000,-99,-99,-99,-99,-99,0,0,213,244,131,114,0,47,9,2,40,0,56,0,15,32,41,12,.6981366E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9237,9237,0,0,92415,92415,316.4453,.000000,16.53454,14.76635,27.03637,-99.00000,3.294283,2.941995,5.386631,-99.00000,88.21176,63.00840,17.57500,12.55357,129,27.76048,15.13333,16.08837,12.87120,380.0000,213.4000,238.9535,109.4631,130.5083,1,
54,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF30101,2001,UGSYFREKU3,        -23.667,         29.600,     1250,2001333,2001334,2001341,2002036,2002097,2002097,2002,-99,8337,1987,1987,0,3181,.2292054,867,144.4987,.2383453,2.549815,-99.00000,-99,-99,-99,-99,-99,0,0,261,317,211,106,4,27,0,2,40,0,71,1,6,37,59,21,.7472976E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9234,9234,0,0,92513,92513,365.0781,.000000,31.95650,26.46085,39.52053,-99.00000,7.615944,6.306208,9.418621,-99.00000,208.4363,117.4289,49.67500,27.98592,128,27.89453,15.16640,17.66250,12.86682,380.0000,260.9000,315.0863,104.2328,210.9651,1,
55,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF30201,2002,UGSYFREKU3,        -23.667,         29.600,     1250,2002333,2002334,2002341,2003033,2003088,2003088,2003,-99,6516,1135,1135,0,1778,.1996202,569,94.78317,.1742342,2.459068,-99.00000,-99,-99,-99,-99,-99,0,0,219,270,172,97,6,18,12,2,40,0,69,1,5,35,58,15,.6604219E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9236,9236,0,0,92471,92471,340.0312,.000000,29.72439,24.78747,37.77821,-99.00000,5.177920,4.317919,6.580877,-99.00000,162.8897,94.42879,28.37500,16.44928,119,29.11345,16.34286,17.58572,12.95148,380.0000,219.2000,262.8581,92.07182,172.4694,1,
56,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF30301,2003,UGSYFREKU3,        -23.667,         29.600,     1250,2003333,2003334,2003340,2004033,2004096,2004096,2004,-99,8892,2551,2551,0,3692,.2873597,888,147.9393,.2868533,2.548059,-99.00000,-99,-99,-99,-99,-99,0,0,457,370,228,142,12,96,65,2,40,0,81,3,6,50,69,30,.7469110E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9220,9220,0,0,92296,92296,456.6641,.000000,19.47443,24.40047,39.07147,-99.00000,5.586947,7.000160,11.20907,-99.00000,222.3006,109.7781,63.77500,31.49383,127,27.13228,16.66299,15.82520,12.87637,380.0000,456.6000,364.4202,138.1495,227.5836,1,
57,2,1,1,1,MZ,MZCER048,UGSY1501,N_50_50 Split            ,SYFER001,SYF30401,2004,UGSYFREKU3,        -23.667,         29.600,     1250,2004333,2004334,2004340,2005032,2005089,2005089,2005,-99,5729,887,887,0,1319,.1958325,453,75.50473,.1548457,2.440213,-99.00000,-99,-99,-99,-99,-99,0,0,231,250,141,109,2,64,1,2,40,0,64,2,6,32,55,13,.6945406E-01,-99,-99,-99,-99,-99,-99,-99,-99,0,9238,9238,0,0,92518,92518,315.0547,.000000,24.98658,23.24791,40.52965,-99.00000,3.868295,3.599122,6.274593,-99.00000,143.2356,89.52224,22.17500,13.85938,121,28.65207,16.66033,16.53471,12.94627,380.0000,229.3000,246.4490,105.1826,141.3637,1,
